ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
IISJXKl1Ih4,200,210,"/m/03q5t,/m/05148p4","['harpsichord', 'classical music', 'stringed instruments', 'cello', 'intricate harpisichord playing', 'rapid rhythmic motifs', 'dramatic', 'haunting', 'suspenseful']",This is a classical harpsichord piece that elicits a feeling of suspense and tension in the listener. There are low sustained cellos which provide a contrast to the bright tones of the harpsichord. The piece feels haunting and has a sense of drama about it.,3,False,False
IJcLW4arT6s,70,80,"/m/04rlf,/m/07pxg6y","['loud wind sound effects', 'clothes movement sound effects', 'exhale sound effect', 'background industrial impacts', 'metallic impact sound effect', 'wooden impact sound effect', 'video game ambience', 'low quality']","The low quality recording features a background sound ambience and atmosphere of a video game that consists of clothes movement, loud wind, exhale, background industrial impacts, metallic impact and wooden impact sound effects. It sounds like an action act, judging by the exhale and some metallic and wooden impacts.",4,False,True
IKfmu7tAyUE,30,40,"/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['low quality', 'mono', 'noisy', 'arpeggiated acoustic flamenco guitar melody', 'sad', 'emotional', 'easygoing']","The low quality recording features an arpeggiated acoustic flamenco guitar melody. The recording is noisy, in mono, and it sounds sad, easygoing and emotional.",4,False,False
IL1n6jzABVw,260,270,"/m/01kcd,/m/06ncr,/m/085jw","['amateur recording', 'tenor saxophone', 'fast melody']",This audio contains someone playing a fast melody on a tenor saxophone. This song may be playing in a jazz band.,6,False,False
INBx8CrIWcg,30,40,"/m/0145m,/m/01v1d8,/m/03mb9,/m/04rlf,/m/04szw,/m/07gxw,/m/07lnk,/m/07s72n,/m/08cyft,/m/0cfdd,/m/0l14qv","['low quality', 'sizzling', 'electro', 'acid aggressive synth melody', 'repetitive synth lead melody', 'boomy 808 bass', 'claps', 'shimmering hi hats', 'energetic', 'sizzling riser']","The low quality recording features an electro song that consists of acid aggressive synth melody, repetitive synth lead melody, boomy 808 bass, claps and shimmering hi-hats. There is a sizzling riser in the first section of the loop. It sounds energetic and like something you would hear in an underground club.",4,False,True
IO5QJRyoqO8,290,300,"/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c","['twelve bar blues', 'live recording', 'electronic keyboard', 'blues', 'groovy', 'soulful']","This is a live recording of a keyboardist playing a twelve bar blues progression on an electric keyboard. The player adds embellishments between chord changes and the piece sounds groovy, bluesy and soulful.",3,False,False
IOEwc-N2rX4,30,40,"/m/03m5k,/m/0d8_n","['low quality', 'noisy', 'mono', 'mellow harp melody', 'soft', 'mellow']","The low quality recording features a mellow harp melody. The recording is noisy, in mono and it sounds soft and mellow.",4,False,False
ITYv4126yhk,0,10,"/m/01lsmm,/m/04rlf","['percussion focused song', 'sound of cutting', 'crunchy sounds', 'sizzling sound', 'hand claps', 'snipping sound']",This clip features a percussion based song with no other instruments. The focus is on the kick drum and snare with minimal use of cymbals. Hand claps are played along with the snare. The percussion beat is random. Sounds of snipping are played. Crunchy sounds are played in this clip. There is the sound of sizzling in this clip.,0,False,True
ITq14s8h92I,400,410,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/t/dd00125","['low quality', 'electric rhythm guitar chords', 'monotone', 'groovy', 'noisy', 'mono']","The low quality recording features electric rhythm guitar chords being strummed. It sounds monotone, but groovy and the recording is noisy and in mono.",4,False,False
IUjzBX2Qm4k,100,110,"/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y","['rock/pop', 'xylophone', 'e-guitars', 'soft', 'medium tempo']","A e-guitar with a chorus effect is playing a simple, repeating chord progression while another guitar  is playing a bassline over it that sounds more like a countermelody. On top of that, slightly panned to the right side of the speakers, a xylophone is playing single notes with a lot of reverb. This song sounds repetitive and relaxing and soft. This song may be playing with earphones waiting for the bus.",6,False,True
IWbe-NSK6Ic,30,40,"/m/04rlf,/t/dd00031","['rock/pop', 'e-guitars', 'e-bass', 'acoustic drums', 'good vibes', 'uptempo']",An acoustic drum is played together with an e-bass. They both repeat the same pattern. The ride is panned to the right side of the speakers. Three e-guitars are playing. One is strumming the same chords as the bassline while another one is being strummed with a mute technique playing a reggae rhythm. The third guitar is playing a solo melody on top and is panned to the right side of the speakers. This song may be playing at a bar.,6,False,True
IYiHhVWrh0w,30,40,"/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/07szfh9,/m/0g12c5","['low quality', 'mono', 'rock playback instrumental', 'manically arpeggiated electric guitar melody', 'noisy', 'rock']",The low quality recording features a manically arpeggiated electric guitar melody and rock playback instrumental playing in the background. The recording is very noisy and it was recorded in mono - probably with a phone.,4,False,True
IYtQfDsFVfA,30,40,"/m/04rlf,/m/07lnk,/m/08cyft,/m/0ggx5q","['dance', 'electro', 'house', 'lead synth', 'synth bass', 'electronic drums', 'pad', 'sound effects', 'repeated theme', 'simple', 'catchy', 'energetic']",This is a house music piece. It has a fuzzy synth lead playing the main melody while there is a medium-to-high pitch pad playing an arpeggio. There is a fuzzy synth bass in the background. A loud electronic drum beat provides the rhythmic background. There is a constant crowd cheering effect giving the impression of the piece being performed live. The atmosphere is energetic. This piece can be played at nightclubs and EDM venues.,9,False,True
IYumekd1VMg,30,40,"/m/026z9,/m/04rlf","['electro', 'punchy ""4 on the floor"" kick pattern', 'shimmering hi hats', 'groovy synth bass', 'exciting']","The Electro song features a punchy ""4 on the floor"" kick pattern, followed by shimmering hi hats and groovy synth bass. It sounds exciting and like something you would hear in clubs.",4,False,False
I_kUf7vgVNM,80,90,"/m/02lkt,/m/04rlf,/m/07gxw,/m/07lnk","['psy trance', 'digital drums', 'synth arpeggios', 'fast tempo']",This audio contains a digital drum playing a four on the flor groove with a kick on every beat and building up kicks to doubletime and triplets. Synth bass sounds and synth sounds in the midrange are playing arpeggiated melodies. This song may be playing with headphones while playing video-games.,6,False,False
IbJh1xeBFcI,100,110,"/m/01hgjl,/m/04rlf","['disc scratching', 'keyboard accompaniment', 'ambient room noises', 'knob turns', 'amateur production', 'whistle tones', 'dj face off', 'string section harmony', 'dj practice session', 'hissing tones', 'whistling tones', 'instrumental', 'techno drumming', 'vinyl', 'home dj', 'dj', 'dance music']","The song is an instrumental. The song is medium tempo, with disc scratching tones, whistling tones, keyboard accompaniment and techno drumming. The sound is poor audio quality, with ambient room noises.",1,False,True
Ife1WaGirdQ,30,40,"/m/025td0t,/m/02v2lh,/m/04rlf","['harp', 'strings', 'medieval sounding', 'story-telling mood', 'enticing', 'movie music', 'video game music']",This is a medieval sounding music piece. There is a virtual harp playing the main melody while strings are holding the root notes of the tune. The use of these sounds induces a story-telling atmosphere similar to a bard's song. This piece would suit well with historical/adventure movies or video games. It could also be used in the background at a theater play.,9,False,True
IiJciyiQBDw,10,20,"/m/04rlf,/m/0642b4,/m/0fqfqc","['low quality', 'drawers opening sound effects', 'noisy', 'background orchestra music', 'poor quality microphone', 'phone recording']","The low quality recording features a drawers opening sound effects followed by a background orchestra music. The recording is extremely noisy, as it was probably recorded with a poor quality microphone or a phone.",4,False,True
IizUHzmcPGA,30,40,"/m/01kcd,/m/07c6l","['brass quartet', 'synchronized trombone melody', 'reverberant', 'passionate', 'epic', 'powerful']","The recording features a brass quartet playing in a reverberant space. It consists of synchronized trombone melody and it sounds passionate, epic and powerful.",4,False,False
IjP5kKfgBiI,30,40,"/m/01z7dr,/m/0342h,/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c","['low quality', 'punchy snare', 'shimmering hi hats', 'groovy bass guitar', 'short electric guitar lick', 'groovy piano melody', 'shimmering crash cymbal', 'energetic', 'fun', 'happy', 'joyful', 'in game sound']","The low quality recording features a groovy piano melody, played over, groovy bass guitar, punchy kick and snare hits, shimmering hi hats, shimmering crash cymbal and short electric guitar lick. It sounds energetic, fun, happy, joyful and like an in-game video game sound.",4,False,False
Ikdb_jA9ehU,0,10,"/m/04rlf,/m/07qb_dv","['synth wave', 'dj scratching sound effect', 'groovy synth bass', 'wide simple bells melody', 'punchy snare', 'shimmering hi hats', 'soft crash cymbal', 'low quality', 'energetic', 'tinny percussive elements', 'punchy kick']","The low quality recording features a DJ scratching effect at the beginning of the loop, after which a synth wave song drops. The song consists of groovy synth bass, percussive tinny elements, shimmering hi-hats, punchy snare and kick hits, soft crash cymbals and wide simple bells melody. It sounds energetic and judging by the arrangement, it's a background song for some kind of video.",4,True,True
Ip6FptuXHyk,30,40,"/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/06w87,/m/07s0s5r,/m/0fx80y","['e-guitar', 'repetitive', 'amateur recording']",An almost clean e-guitar is playing a gentle melody in a minor chord that is repeating itself. This song may be played at a backing track to practice along.,6,False,True
IpYw4nKPx5o,30,40,"/m/0145m,/m/04rlf","['afrobeat', 'electric guitar', 'bass guitar', 'keyboard', 'brass', 'saxophone', 'acoustic drums', 'percussion', 'vibrant', 'colorful', 'playful', 'upbeat']","This is an afrobeat music piece. The melody is being played by a vibrant orchestra of brass sections with a saxophone lead, a keyboard, an electric guitar and a bass guitar. In the rhythmic background, there is an afrobeat acoustic drum beat played with numerous percussion instruments. The atmosphere is playful. The piece could be used in the soundtrack of an action-filled movie or TV series. It could also be used in the soundtrack of an action video game.",9,False,True
IrIKXhYuwuU,30,40,"/m/04rlf,/m/0790c","['instrumental music', 'philharmonic orchestra', 'fear', 'spooky sounds', 'dark', 'ghosts', 'shivering', 'trembling', 'eerie', 'spooky', 'loud horn plays', 'harpsichord accompaniment', 'wind noise', 'spooky movie', 'horror movie soundtrack', 'instrumental', 'suspense', 'anticipation', 'haunted', 'chirping tones']","The song is an instrumental. The song is medium tempo with a loud horn playing sonorously, ambient wind noise, thunder rolling, birds chirping and a harpsichord playing rhythmically . The song is scary and eerie. The song is an instrumental soundtrack for a spooky film.",1,False,True
ItstzW7xuDU,30,40,"/m/01sm1g,/m/0l14md","['wood instrument', 'woodblock', 'percussive sounds', 'rhythmic percussion', 'live performance', 'hollow percussive sounds']","In this clip, a wooden percussion instrument is being played in a rhythmic manner. The instrument has a hollow sound, which also creates a partially melodic tone amidst the percussion.",3,False,False
IwdjPDw6o5I,30,40,"/m/04rlf,/m/07qcpgn","['low quality', 'mono', 'jazz', 'shoe tapping', 'noisy', 'saxophone solo', 'smooth bass', 'groovy soft drums', 'live performance']","The low quality recording features a jazz song that consists of groovy soft drums, smooth bass and saxophone solo, over which there is shoe tapping. It sounds like it is a live performance and like something you would watch in a theatre. It is a bit noisy and in mono.",4,False,True
